CNJ,NATURE,SUBJECT,IsCriminal,JusticeSegmentVerifier,NatureVerifier,NatureVerifier2,SubjectVerifier,IsCriminalVerifier
5000250-74.2016.4.04.7004,Carta Precatória,"Prestação de Serviços à Comunidade, Pena Restritiva de Direitos, Execução Penal e de Medidas Alternativas, DIREITO PROCESSUAL PENAL - Prestação Pecuniária, Pena Restritiva de Direitos, Execução Penal e de Medidas Alternativas, DIREITO PROCESSUAL PENAL",TRUE,ok,ok,no,ok,true
5035429-33.2020.8.13.0024,[CÍVEL] PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,DIREITO DO CONSUMIDOR / Responsabilidade do Fornecedor / Indenização por Dano Moral / Inclusão Indevida em Cadastro de Inadimplente,FALSE,ok,no,no,no,false
0002926-17.2018.8.21.0016,precatórias criminais,precatória de inquirição,TRUE,ok,ok,ok,ok,true
0006403-08.2012.8.26.0505,Embargos à Execução,Efeito Suspensivo / Impugnação / Embargos à Execução,FALSE,ok,ok,no,no,false
5000571-12.2016.4.04.7004,AÇÃO PENAL,"Descaminho (art. 334), Crimes praticados por particular contra a Administração em geral, DIREITO PENAL",TRUE,ok,ok,ok,ok,true
8000894-10.2018.8.05.0189,MONITÓRIA (40),Cheque (4970),FALSE,ok,ok,no,no,false
5550299-79.2022.8.09.0149,355 - PROCESSO CRIMINAL -> Cartas -> Carta Precatória Criminal,15035 - DIREITO PROCESSUAL PENAL -> Objetos de Cartas Precatórias Criminais -> Intimação - DL 3689/1941 - CPP,TRUE,ok,ok,ok,ok,true
0011049-08.2020.5.15.0030,PetCiv,Competência da Justiça do Trabalho,FALSE,no,ok,no,no,false
1008467-59.2019.8.11.0015,CARTA PRECATÓRIA CÍVEL (261),Citação (11783),FALSE,ok,no,no,no,false
0702985-88.2021.8.07.0002,CUMPRIMENTO DE SENTENÇA,DIREITO CIVIL (899) - Obrigações (7681) - Espécies de Contratos (9580) - Locação de Imóvel (9593) - Cobrança de Aluguéis - Sem despejo (11000,FALSE,ok,ok,no,no,false
5031486-32.2018.8.09.0010,Alvará Judicial - Lei 6858/80 ( L.E ),Levantamento de Valor -,FALSE,ok,ok,no,no,false
0004703-11.2016.4.03.6105,. CARTA PRECATORIA,CARTAS PRECATORIA/ROGATORIA/ORDEM - MERA CIENCIA,FALSE,ok,ok,no,no,false
5000739-36.2018.4.03.6110,EXECUÇÃO FISCAL (1116),Multas e demais Sanções (10395),FALSE,ok,ok,no,no,false
5014674-18.2021.8.24.0033,CUMPRIMENTO DE SENTENÇA -  Juizado Especial Cível,,FALSE,ok,no,no,vazio,false
0019663-29.2017.8.12.0001,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,TRUE,ok,ok,ok,ok,true
0218611-41.2007.8.20.0001,Procedimento Ordinário - Responsabilidade do Fornecedor,Responsabilidade do Fornecedor,FALSE,ok,ok,no,no,false
0000188-10.2017.8.04.7600,Procedimento Sumaríssimo,,FALSE,ok,ok,no,vazio,false
0000205-44.2017.4.03.6004,PROCEDIMENTO ESPECIAL DA LEI ANTITÓXICOS (300),"Crimes de Tráfico Ilícito e Uso Indevido de Drogas (3607)
Tráfico de Drogas e Condutas Afins (3608)",TRUE,ok,ok,ok,ok,true
0031557-66.2014.8.26.0114,Carta de Ordem Criminal,Intimação,TRUE,ok,ok,ok,no,true
0001706-12.2006.8.16.0026,- Usucapião,10459 - Usucapião Ordinária,FALSE,ok,ok,no,no,false
0005106-33.2020.8.14.0015,Inquérito Policial,Roubo Majorado,TRUE,ok,ok,ok,ok,true
0000028-47.2007.4.01.3301,Ap,9580 - Espécies de Contratos,FALSE,ok,ok,no,no,false
5999071-27.2020.8.13.0000,Agravo de Instrumento-Cv,"Depósito, Espécies de Contratos, Obrigações, DIREITO CIVIL",FALSE,ok,ok,no,no,false
0009979-72.1995.8.26.0224,Revisional de Aluguel,Locação de Imóvel,FALSE,ok,ok,no,no,false
8001524-18.2021.8.05.0074,CARTA PRECATÓRIA CRIMINAL,DIREITO PENAL (287) - Crimes contra o Patrimônio (3415) - Apropriação indébita (3436,TRUE,ok,ok,ok,ok,true
0001076-66.2015.5.09.0678,CartPrecCiv,Atos executórios,FALSE,no,ok,no,ok,false
1000816-12.2020.8.26.0471,Monitória,Duplicata,FALSE,ok,ok,no,no,false
0000685-09.2021.8.26.0604,PROCEDIMENTO ESPECIAL DA LEI ANTITÓXICOS,Tráfico de Drogas e Condutas Afins,TRUE,ok,ok,ok,ok,true
0005905-23.2020.8.14.0065,Liberdade Provisória Com Ou Sem Fiança,Liberdade Provisória,TRUE,ok,ok,ok,ok,true
0182759-19.2008.8.20.0001,EXECUÇÃO FISCAL (1116),Servidor Público Civil (10219),FALSE,ok,ok,no,no,false
0003441-55.2018.4.03.6105,60 . CARTA PRECATORIA,CARTAS PRECATORIA/ROGATORIA/ORDEM - CRIMINAL   VIDEOCONFERENCIA,TRUE,ok,ok,no,ok,true
5005018-72.2018.4.04.7004,AÇÃO PENAL,"Receptação (art. 180), Crimes contra o Patrimônio, DIREITO PENAL",TRUE,ok,ok,ok,ok,true
0826656-36.2022.8.10.0001,INQUÉRITO POLICIAL,DIREITO PENAL (287) - Leso Corporal (3385) - Decorrente de Violência Doméstica (5560) - Contra a Mulher (12194,TRUE,ok,ok,ok,ok,true
5016276-93.2021.8.09.0087,PROCESSO CÍVEL E DO TRABALHO -> Processo de Conhecimento -> Procedimento de Cumprimento de Sentença/Decisão -> Cumprimento de sentença,"DIREITO CIVIL -> Fatos Jurídicos -> Ato / Negócio Jurídico -> Defeito, nulidade ou anulação -   - DIREITO PROCESSUAL CIVIL E DO TRABALHO ->  Partes e Procuradores -> Sucumbência  -> Honorários Advocatícios -> Sucumbenciais",FALSE,ok,no,no,no,false
0215141-82.2016.8.13.0000,Agravo de Instrumento-Cv,Anulação < Contratos Administrativos < DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,FALSE,ok,ok,no,no,false
0002951-85.2018.8.08.0050,Criminal,Carta Precatória Criminal,TRUE,ok,ok,ok,ok,true
0012235-11.2018.8.21.0033,Procedimento Ordinário,Benefícios em Espécie,FALSE,ok,ok,no,no,false
0001026-49.2019.8.26.0040,Cumprimento de Sentença,Locação de Imóvel,FALSE,ok,ok,no,no,false
0231900-44.2009.5.15.0071,RO - Recurso Ordinário,,FALSE,no,ok,no,vazio,false
0879080-38.2000.8.06.0001,Art.  ctb - p.único - lesão corporal culposa qualificada c/veículo automotor,,FALSE,ok,ok,ok,vazio,true
0017345-73.2013.8.13.0878,Embargos de Declaração-Cv,Agêncie e Distribuição < Espécies de Contratos < Obrigações < DIREITO CIVIL,FALSE,ok,ok,no,no,false
0014712-85.2013.8.16.0044,- Execução Fiscal,5951 - ISS/ Imposto sobre Serviços,FALSE,ok,ok,no,no,false
1005797-57.2019.8.26.0071,Monitória,Prestação de Serviços,FALSE,ok,ok,no,no,false
0004288-02.2019.8.21.0022,Procedimento Ordinário,DPVAT - Danos Pessoais Causados por Veículos Automotores de Vias Terrestres :: Competência Cível,FALSE,ok,ok,no,no,false
0010700-49.2006.5.15.0077,RO - Recurso Ordinário,,FALSE,no,ok,no,vazio,false
0000091-30.2003.8.16.0175,- Procedimento Comum Cível,,FALSE,ok,no,no,vazio,false
0255449-50.2015.8.13.0145,Procedimento Ordinário,,FALSE,ok,ok,no,vazio,false
0001263-80.2011.5.08.0116,RECURSO ORDINÁRIO,,FALSE,no,ok,no,vazio,false
0017490-93.2010.8.14.0401,EXECUÇÃO PENAL E DE MEDIDAS ALTERNATIVAS,Roubo (art. 157),TRUE,ok,ok,ok,ok,true
0137700-94.2009.5.03.0001,AIRR,,FALSE,no,ok,no,vazio,false
0301764-44.2016.8.24.0033,CUMPRIMENTO DE SENTENÇA,"Cheque, Espécies de títulos de crédito, Obrigações, DIREITO CIVIL",FALSE,ok,ok,no,no,false
7011657-92.2018.8.22.0002,EXECUÇÃO FISCAL (1116),Dívida Ativa (6017),FALSE,ok,ok,no,no,false
5005022-67.2022.8.13.0317,[CRIMINAL] CARTA PRECATÓRIA CRIMINAL,DIREITO PROCESSUAL PENAL (1209)  -  Objetos de Cartas Precatórias Criminais (15033)  -  Citação (15034,TRUE,ok,ok,ok,ok,true
5063675-10.2018.8.13.0024,[CÍVEL] REINTEGRAÇÃO / MANUTENÇÃO DE POSSE,DIREITO CIVIL / Coisas / Posse / Esbulho / Turbação / Ameaç,FALSE,ok,no,no,no,false
0059778-71.2015.8.19.0000,Habeas Corpus,"Organização Criminosa (Lei 12.850, 2013) ,  Crimes Previstos na Legislação Extravagante ,  DIREITO PENAL",TRUE,ok,ok,ok,ok,true
0002524-79.2019.8.16.0196,Auto de Prisão em Flagrante,Furto Qualificado,TRUE,ok,ok,ok,ok,true
5000289-03.2022.8.13.0303,[CÍVEL] PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,DIREITO CIVIL / COISAS / PROPRIEDADE / AQUISIÇÃ,FALSE,ok,no,no,no,false
0004964-66.2020.8.07.0001,RECURSO ESPECIAL,DIREITO PENAL (287)  -  Crimes Previstos na Legislação Extravagante (3603)  -  Crimes do Sistema Nacional de Armas (3633 - DIREITO PENAL (287)  -  Crimes Previstos na Legislação Extravagante (3603)  -  Crimes de Tráfico Ilícito e Uso Indevido de Drogas (3607,TRUE,ok,ok,no,ok,true
1005755-69.2020.8.26.0007,Reintegração / Manutenção de Posse,Esbulho / Turbação / Ameaça,FALSE,ok,ok,no,no,false
5002243-76.2019.8.21.0009,Alvará Judicial - Lei 6858/80,DIREITO CIVIL - Sucessões,FALSE,ok,ok,no,no,false
0001159-25.2014.8.08.0022,Criminal,,TRUE,ok,ok,ok,vazio,true
5001025-02.2018.4.03.6114,EXECUÇÃO FISCAL (1116),Dívida Ativa não-tributária (10394),FALSE,ok,ok,no,no,false
5007077-22.2021.8.13.0027,[CÍVEL] BUSCA E APREENSÃO EM ALIENAÇÃO FIDUCIÁRIA,DIREITO CIVIL / Obrigações / Espécies de Contratos / Alienação Fiduciári,FALSE,ok,no,no,no,false
0008493-21.2013.8.16.0185,- Execução Fiscal,6017 - Dívida Ativa,FALSE,ok,ok,no,no,false
7000014-30.2015.8.22.0007,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL (436),Nota Promissória (4980),FALSE,ok,no,no,no,false
0003603-65.2016.8.24.0135,Ação Penal - Procedimento Sumário,Crimes do Sistema Nacional de Armas,TRUE,ok,ok,ok,ok,true
0004726-86.2021.8.16.0025,Exibição de Documento ou Coisa Criminal,Roubo Majorado,TRUE,ok,ok,ok,ok,true
0007674-98.2022.8.26.0053,Cumprimento de Sentença contra a Fazenda Pública,DIREITO PREVIDENCIÁRIO,FALSE,ok,ok,no,no,false
0001378-79.2018.8.26.0286,Incidente de Desconsideração de Personalidade Jurídica,Duplicata,FALSE,ok,ok,no,no,false
5270237-51.2018.8.09.0157,PROCESSO CÍVEL E DO TRABALHO -> Processo de Conhecimento -> Procedimento de Conhecimento -> Procedimento Comum Cível,DIREITO CIVIL -> Obrigações -> Espécies de Contratos -> Contratos Bancários - Resolução BACEN nº 2878/2001 e nº 2892/2001  ; - DIREITO DO CONSUMIDOR -> Responsabilidade do Fornecedor -> Interpretação / Revisão de Contrato - Lei n. 8.078/90 (C.D.C.),FALSE,ok,no,no,no,false
1026120-59.2020.8.26.0100,Habilitação de Crédito,Classificação de créditos,FALSE,ok,ok,no,no,false
5000209-65.2020.8.13.0414,[CÍVEL] PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,DIREITO DO CONSUMIDOR / Responsabilidade do Fornecedor / Rescisão do contrato e devolução do dinheir,FALSE,ok,no,no,no,false
8002470-15.2022.8.05.0022,EXECUÇÃO DE TÍTULO EXTRAJUDICIAL,Compra e Venda,FALSE,ok,ok,no,no,false
0714757-96.2018.8.07.0020,EXECUÇÃO DE TÍTULO EXTRAJUDICIAL (12154),"Inadimplemento (7691)
Contratos Bancários (9607)",FALSE,ok,ok,no,no,false
0009657-91.2012.8.21.0031,procedimento sumário - detenção,crimes de dano,TRUE,ok,ok,ok,ok,true
0011090-87.2017.4.01.3801,436 - Procedimento do Juizado Especial Cível,10159 - Atualização de Conta,FALSE,ok,no,no,no,false
0013956-11.2013.4.03.6143,. PROCEDIMENTO COMUM,PENSAO POR MORTE (ART. 74/79) - BENEFICIOS EM ESPECIE - DIREITO PREVIDENCIARIO,FALSE,ok,ok,no,no,false
5450978-58.2021.8.09.0100,280 - PROCESSO CRIMINAL -> Procedimentos Investigatórios -> Auto de Prisão em Flagrante,3426 - DIREITO PENAL -> Crimes contra o Patrimônio -> Dano - CP,TRUE,ok,ok,ok,ok,true
0009015-85.2016.4.03.6119,. ACAO PENAL - PROCEDIMENTO ORDINARIO,"TRAFICO DE DROGAS E CONDUTAS AFINS (LEI 11.343/06, ART. 33, CAPUT E § 1º) - CRIMES DE TRAFICO ILICITO E USO INDEVIDO DE DROGAS (LEI 11.343/06) - CRIMES PREVISTOS NA LEGISLACAO EXTRAVAGANTE - DIREITO PENAL",TRUE,ok,ok,ok,ok,true
0001415-77.2012.8.11.0046,Procedimento Ordinário,"AÇAO DECLARATORIA REVISIONAL DE CONTRATO CO DECLARAÇAO DE NULIDADE DE CLAUSULAS CONTRATUAIS, CAUTELAR DE DEPOSITO DE VALORES, COMPENSAÇAO E REPETIÇAO DE INDEBITO C/C MANUTENÇAO DE POSSE",FALSE,ok,ok,no,no,false
5002195-25.2018.4.04.7005,EXECUÇÃO PENAL PROVISÓRIA,"Execução Penal, DIREITO PROCESSUAL PENAL",TRUE,ok,ok,ok,ok,true
0001906-39.2017.8.13.0051,Procedimento Ordinário,,FALSE,ok,ok,no,vazio,false
0000375-16.2013.5.10.0010,Consignação Em Pagamento,,FALSE,no,ok,no,vazio,false
0001443-06.2010.5.15.0062,RTOrd - Ação Trabalhista - Rito Ordinário,RTOrd - Ação Trabalhista - Rito Ordinário,FALSE,no,ok,no,no,false
0001475-07.2012.4.03.6125,60 . CARTA PRECATORIA,CARTAS PRECATORIA/ROGATORIA/ORDEM - CRIMINAL,TRUE,ok,ok,no,ok,true
0011850-36.2011.8.05.0039,Ação Penal de Competência do Júri,Crimes contra a vida,TRUE,ok,ok,ok,ok,true
0801160-22.2017.8.15.9901,Homologação de Transação Extrajudicial,Fornecimento de Energia Elétrica (7760) - Fornecimento de Energia Elétrica (7760),FALSE,ok,ok,no,no,false
0021409-61.2013.5.04.0221,CartPrecCiv,Intimação,FALSE,no,ok,no,no,false
0003248-23.2008.8.25.0001,Carta Precatória,,FALSE,ok,ok,no,vazio,false
0029401-33.2013.8.16.0013,- Execução da Pena,,FALSE,ok,ok,ok,vazio,true
0000389-80.2020.8.10.0017,Ação Penal - Procedimento Sumaríssimo,Dano,TRUE,ok,ok,ok,no,true
0012415-64.2015.5.15.0125,ExProvAS,Horas Extras - Base de Cálculo - Intervalo Interjornadas - Intervalo Intrajornada - Unicidade Contratual,FALSE,no,ok,no,no,false
0012415-64.2015.5.15.0125,ExProvAS,Horas Extras - Base de Cálculo - Intervalo Interjornadas - Intervalo Intrajornada - Unicidade Contratual,FALSE,no,ok,no,no,false
0000321-48.2016.5.20.0016,Atord,"Adicional Noturno, Adicional de Hora Extra, DIREITO DO TRABALHO, Divisor, Duração do Trabalho, Horas Extras, Intervalo Interjornadas, Intervalo Intrajornada, Multa do Artigo 467 da CLT, Multa do Artigo 477 da CLT, Reflexos, Repouso Semanal Remunerado e Feriado, Rescisão do Contrato de Trabalho, Turno Ininterrupto de Revezamento, Verbas Rescisórias",FALSE,no,ok,no,no,false
0300793-84.2017.8.24.0175,BUSCA E APREENSÃO EM ALIENAÇÃO FIDUCIÁRIA -  Civil - Bancário,Alienação Fiduciária,FALSE,ok,ok,no,no,false
5010453-31.2021.8.13.0313,[CÍVEL] PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,DIREITO CIVIL / Obrigações / Espécies de Títulos de Crédito / Duplicat,FALSE,ok,no,no,no,false
0009428-94.2018.8.12.0800,Auto de Prisão em Flagrante,DIREITO PENAL MILITAR - Crimes contra Incolumidade Pública - Crimes de Perigo Comum - Embriaguez ao volante,TRUE,ok,ok,ok,ok,true
5117791-79.2019.8.09.0011,PROCESSO CÍVEL E DO TRABALHO -> Processo de Execução -> Execução Fiscal,DIREITO TRIBUTÁRIO -> Impostos -> IPTU/ Imposto Predial e Territorial Urbano - CF 1988; CTN; Sum 589 STF; Sum 668 STF; Sum 724 STF; Sum 166 STJ.,FALSE,ok,no,no,no,false
0506531-08.2015.8.05.0001,Embargos de Declaração,Seguro,FALSE,ok,ok,no,no,false
0008806-75.2012.8.08.0011,Juizado Especial Civel,,FALSE,ok,no,no,vazio,false
1003378-32.2015.8.26.0224,Interdito Proibitório,"Posse, Esbulho / Turbação / Ameaça",FALSE,ok,ok,no,no,false
0004085-92.2015.8.16.0095,- Execução de Título Extrajudicial,4980 - Nota Promissória,FALSE,ok,ok,no,no,false
0000552-46.2018.4.03.6003,161 . PEDIDO DE PRISAO PREVENTIVA,USO DE DOCUMENTO FALSO (ART. 3O4) - CRIMES CONTRA A FE PUBLICA - DIREITO PENAL,TRUE,ok,ok,ok,ok,true
5002331-17.2017.4.04.7212,AÇÃO PENAL,"Estelionato majorado (art. 171, § 3º), Crimes contra o Patrimônio, DIREITO PENAL",TRUE,ok,ok,ok,ok,true
0010546-05.2020.5.03.0035,Homologação da Transação Extrajudicial,Acordo Prévio / Quitação Geral,FALSE,no,ok,no,no,false
0010546-05.2020.5.03.0035,Homologação da Transação Extrajudicial,Acordo Prévio / Quitação Geral,FALSE,no,ok,no,no,false
1025927-04.2019.4.01.3400,AUTO DE PRISÃO EM FLAGRANTE,Falsa identidade (3542),TRUE,ok,ok,ok,no,true
9000906-25.2019.8.21.0060,procedimento do juizado especial cível,inadimplemento :: competência do juizado especial cível,FALSE,ok,no,no,no,false
0001407-80.2003.4.05.8400,- EXECUÇÃO FISCAL,,FALSE,ok,ok,no,vazio,false
0012476-65.2014.8.21.6001,juizado especial cível (jec),reparação de danos   -,FALSE,ok,no,no,no,false
0002088-31.2011.8.19.0063,Procedimento Sumário (CADASTRO OU CONVOLAÇÃO ATÉ 17.03.2016),Condomínio,FALSE,ok,ok,no,no,false
5066950-58.2020.4.04.9666,Requisição de Pequeno Valor - JEF,"Auxílio-Doença Previdenciário,Benefícios em Espécie,DIREITO PREVIDENCIÁRIO",FALSE,ok,ok,no,no,false
5001285-22.2019.8.13.0621,[CÍVEL] PROCEDIMENTO COMUM CÍVEL,DIREITO CIVIL / Responsabilidade Civil / Indenização por Dano Moral / Acidente de Trânsit DIREITO CIVIL / Responsabilidade Civil / Indenização por Dano Material / Acidente de Trânsit,FALSE,ok,no,no,no,false
0465928-37.2011.8.21.7000,apelacao,responsabilidade civil,FALSE,ok,ok,no,no,false
0000120-73.2000.8.17.0170,Cautelar Inominada,,FALSE,ok,ok,no,vazio,false
5014612-82.2019.4.04.7002,PROCED.INVESTIGATÓRIO DO MP (PEÇAS DE INFORMAÇÃO),"Descaminho (art. 334), Crimes praticados por particular contra a Administração em geral, DIREITO PENAL",TRUE,ok,ok,ok,ok,true
1076693-38.2019.8.26.0100,Habilitação de Crédito,Classificação de créditos - Cédula de Crédito Industrial,FALSE,ok,ok,no,no,false
0006468-67.2009.4.01.3502,436 - Procedimento do Juizado Especial Cível,10159 - Atualização de Conta,FALSE,ok,no,no,no,false
1010081-44.2019.8.11.0001,EXECUÇÃO DE TÍTULO EXTRAJUDICIAL (159),Cheque (4970),FALSE,ok,ok,no,no,false
0003503-97.2003.8.24.0028,Indulto,,TRUE,ok,ok,ok,vazio,true
5100797-48.2021.8.09.0029,PROCESSO CÍVEL E DO TRABALHO -> Outros Procedimentos -> Cartas -> Carta Precatória Cível,Finalidade - INQUIRICAO,FALSE,ok,no,no,no,false
0000561-07.2013.5.15.0008,RTOrd,,FALSE,no,ok,no,vazio,false
0009535-45.2018.8.16.0019,- Execução de Título Extrajudicial,9603 - Mútuo,FALSE,ok,ok,no,no,false
1279889-68.2009.8.13.0480,Procedimento de Conhecimento,,FALSE,ok,ok,no,vazio,false
1013252-36.2022.8.26.0114,Petição Criminal,Petição intermediária,TRUE,ok,ok,ok,no,true
0035333-90.2010.4.01.3300,APELREMNEC - Apelação / Remessa Necessária,10305 - Gratificações de Atividade,FALSE,ok,ok,no,no,false
5003716-37.2020.8.13.0704,[CÍVEL] PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,DIREITO CIVIL / Obrigações / Espécies de Títulos de Crédito / Nota Promissóri,FALSE,ok,no,no,no,false
5002921-62.2021.8.13.0456,[CÍVEL] EXECUÇÃO DE TÍTULO EXTRAJUDICIAL,DIREITO CIVIL / Obrigações / Inadimplement DIREITO CIVIL / Obrigações / Espécies de Títulos de Crédito / Nota Promissóri,FALSE,ok,no,no,no,false
1007872-81.2016.8.26.0004,Embargos à Execução,Extinção da Execução,FALSE,ok,ok,no,no,false
5001454-07.2022.4.04.7017,EXECUÇÃO PENAL,"Prestação de Serviços à Comunidade, Pena Restritiva de Direitos, Execução Penal e de Medidas Alternativas, DIREITO PROCESSUAL PENAL - Prestação Pecuniária, Pena Restritiva de Direitos, Execução Penal e de Medidas Alternativas, DIREITO PROCESSUAL PENAL",TRUE,ok,ok,ok,ok,true
5012162-22.2022.8.13.0231,[CÍVEL] EXECUÇÃO FISCAL,DIREITO TRIBUTÁRIO (14)  -  Impostos (5916)  -  ISS/ Imposto sobre Serviços (5951,FALSE,ok,no,no,no,false
0010081-51.2017.8.14.0000,Mandado de Segurança Cível,"Nomeação, Posse e Exercício",FALSE,ok,no,no,no,false
0851286-57.2018.8.20.5001,CARTA PRECATÓRIA CÍVEL (261),DIREITO PROCESSUAL CIVIL E DO TRABALHO|Objetos de cartas precatórias/de ordem|Citação|,FALSE,ok,no,no,no,false
1000131-49.2020.8.26.0521,Pedido de Providências,"Assistência jurídica, educacional, social e religiosa",TRUE,ok,ok,no,no,false
0007069-83.2015.8.11.0064,Auto de Prisão em Flagrante,"FLAGRANTE ...................... ART. 147 E ART. 129, § 9°, AMBOS DO CÓDIGO PENAL, C/C A LEI N° 11.340/06.",TRUE,ok,ok,ok,ok,true
0005430-32.2015.4.03.6128,60 . CARTA PRECATORIA,CARTAS PRECATORIA/ROGATORIA/ORDEM - MERA CIENCIA,FALSE,ok,ok,no,no,false
5000871-40.2020.4.03.6105,CARTA PRECATÓRIA CRIMINAL,DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826) - Objetos de cartas precatórias/de ordem (11781) - Oitiva (11784,TRUE,ok,ok,ok,ok,true
0002302-44.2021.8.25.0050,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",DIREITO CIVIL - Empresas - Recuperação judicial e Falência - Concurso de Credores,FALSE,ok,ok,no,no,false
5016078-11.2019.4.04.7003,CARTA PRECATÓRIA,"Descaminho (art. 334), Crimes praticados por particular contra a Administração em geral, DIREITO PENAL",TRUE,ok,ok,no,ok,true
5387694-44.2022.8.09.0164,278 - PROCESSO CRIMINAL -> Procedimentos Investigatórios -> Termo Circunstanciado,10523 - DIREITO PENAL -> Crimes Previstos na Legislação Extravagante -> Crimes de Tráfico Ilícito e Uso Indevido de Drogas -> Posse de Drogas para Consumo Pessoal -> Despenalização / Descriminalização -,TRUE,ok,ok,ok,ok,true
1000664-28.2014.8.22.0004,Carta Precatória (Juizado Criminal),Desacato,TRUE,ok,ok,ok,no,true
5010206-11.2021.8.24.0033,Carta Precatória Criminal -  Penal - Trânsito,,TRUE,ok,ok,ok,vazio,true
0000383-24.2021.8.13.0092,Auto de Prisão em Flagrante,Crimes contra o Patrimônio - Furto - Penal,TRUE,ok,ok,ok,ok,true
0032689-77.2010.4.01.3300,- Procedimento Comum Cível,10305 - Gratificações de Atividade,FALSE,ok,no,no,no,false
5002135-21.2020.8.24.0044,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL -  Juizado Especial Cível,"Direito de imagem, Indenização por dano moral, Responsabilidade civil, DIREITO CIVIL",FALSE,ok,no,no,no,false
5002135-21.2020.8.24.0044,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL -  Juizado Especial Cível,"Direito de imagem, Indenização por dano moral, Responsabilidade civil, DIREITO CIVIL",FALSE,ok,no,no,no,false
5001904-60.2016.4.04.7210,AÇÃO PENAL,"Descaminho (art. 334), Crimes praticados por particular contra a Administração em geral, DIREITO PENAL",TRUE,ok,ok,ok,ok,true
0003045-89.2016.8.14.0097,Busca E Apreensão,Compra E Venda,FALSE,ok,ok,no,no,false
5122800-91.2022.8.09.0051,PROCESSO CRIMINAL -> Procedimentos Investigatórios -> Auto de Prisão em Flagrante,,TRUE,ok,ok,ok,vazio,true
0005163-67.2018.8.16.0079,- Execução da Pena,7791 - Pena Privativa de Liberdade,TRUE,ok,ok,ok,ok,true
0001095-72.2010.5.15.0131,AP - Agravo de Petição,,FALSE,no,ok,no,vazio,false
0087109-97.2014.8.13.0301,AGRAVO EM RECURSO ESPECIAL,"DIREITO PENAL, Crimes Previstos na Legislação Extravagante, Crimes de Tráfico Ilícito e Uso Indevido de Drogas, Tráfico de Drogas e Condutas Afins",TRUE,ok,ok,no,ok,true
0001488-71.2020.5.12.0020,HTE,Abono,FALSE,no,ok,no,no,false
1055588-49.2019.8.26.0053,Mandado de Segurança Cível,Licenças,FALSE,ok,no,no,no,false
0011171-64.2018.8.16.0013,- Execução da Pena,7791 - Pena Privativa de Liberdade,FALSE,ok,ok,ok,ok,true
5003262-66.2021.8.24.0041,Ação Penal - Procedimento Sumário -  Penal - Ordem Tributária,,TRUE,ok,ok,ok,vazio,true
0009730-94.2016.8.16.0182,- Carta Precatória Cível,,FALSE,ok,no,no,vazio,false
5002033-90.2019.8.13.0512,CARTA PRECATÓRIA CÍVEL (261),DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Audiência no Deprecant,FALSE,ok,no,no,no,false
1010264-38.2019.8.26.0020,Despejo por Falta de Pagamento Cumulado Com Cobrança,Locação de Imóvel,FALSE,ok,ok,no,no,false
0014891-29.2017.8.06.0053,Auto de Prisão em Flagrante,Prisão em flagrante,TRUE,ok,ok,ok,ok,true
0005784-92.2020.8.14.0065,Pedido de Prisão Preventiva,Violência Doméstica Contra A Mulher,TRUE,ok,ok,ok,ok,true
0006783-04.2020.8.19.0066,Procedimento Especial da Lei Antitóxicos - Criminal (Lei .343/06,Tráfico de Drogas e Condutas Afins (Art. 33 - Lei 11.343/06),TRUE,ok,ok,ok,ok,true
0007147-29.2021.4.03.6303,1 (CNJ 436) - PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,010801 - FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO - ENTIDADES ADMINISTRATIVAS/ADMINISTRAÇÃO PÚBLICA - 10159 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO - ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA - FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO - ATUALIZAÇÃO DE CONTA - 312 - CORREÇÃO/ATUALIZAÇÃO INPC/IPCA/OUTRO ÍNDICE,FALSE,ok,no,no,no,false
0000087-32.2013.5.02.0385,AÇÃO TRABALHISTA (ORDINÁRIO),,FALSE,no,ok,no,vazio,false
0024377-27.2016.8.13.0878,Procedimento Ordinário,"PROCESSUAL CIVIL, Liquidação / Cumprimento / Execução, Obrigação de Fazer / Não Fazer",FALSE,ok,ok,no,no,false
